NCBI GeneID,Transcript Accession,Transcript_length
6728942,XM_016174969.3,2621
6729221,XM_016174878.3,3228
6729221,XM_016174880.3,2660
6729221,XM_016174879.3,3001
6729221,XM_016174881.3,2994
6729696,XM_002104966.4,1176
6729697,XM_002104967.3,930
6729698,XM_002104968.4,994
6729699,XM_002104969.3,719
6729701,XM_002104971.4,785
6729703,XM_002104973.4,1308
6729704,XM_002104974.4,790
6729705,XM_002104975.4,926
6731135,XM_002078257.4,650
6731137,XM_002078259.4,657
6731505,XM_002078617.4,805
6731613,XM_002078717.4,822
6731960,XM_002079059.3,467
6732211,XM_039292791.2,509
6732326,XM_002079418.4,933
6732352,XM_016178271.3,4930
6732352,XM_016178270.3,4959
6732441,XM_002079526.3,774
6732442,XM_016178233.3,1404
6733445,XM_002080466.4,1351
6734542,XM_016168110.3,767
6734542,XM_016168109.2,769
6735597,XM_002082481.4,1557
6735880,XM_002082754.4,1739
6735880,XR_006541519.1,1849
6736135,XM_002082999.4,847
6736801,XM_044922861.1,3636
6736801,XM_016170195.3,3667
6736801,XM_039293250.2,3701
6736801,XM_039293249.2,3404
6737011,XM_002083822.3,1525
6737294,XM_002084098.4,947
6737295,XM_002084099.4,931
6737296,XM_016169938.3,984
6737296,XM_002084101.4,975
6737298,XM_002084102.4,1016
6737298,XM_044922985.1,886
6737329,XM_016171148.3,733
6737330,XM_002084132.4,591
6737538,XM_016171272.3,1292
6737538,XM_002084337.4,1342
6737748,XM_016169729.3,976
6737865,XM_044922896.1,2959
6739106,XM_002085863.4,3793
6739677,XM_016174397.3,1465
6739677,XM_044922850.1,1451
6739677,XM_016174395.3,1473
6739677,XR_006541706.1,504
6739688,XM_002076547.4,359
6740754,XM_016172196.3,1361
27206175,XM_016168217.3,1954
27206175,XM_016168216.2,2037
27206175,XM_016168219.2,2051
27206175,XM_016168218.3,1957
27206175,XM_039292199.1,1884
27206477,XM_016177226.3,1228
27208878,XM_039293368.2,2735
27208878,XM_039293367.2,2866
6724756,XM_016173236.3,6439
6724756,XM_044923782.1,6675
6724756,XR_006542129.1,7433
6724794,XM_016173268.3,3707
6724851,XM_016173148.3,2827
6725150,XM_016173442.3,2780
6725462,XM_002106442.3,759
6725548,XM_016172805.3,2050
6725548,XM_044923683.1,3137
6725592,XM_039297298.2,4294
6725592,XM_039297299.2,4260
6725592,XM_039297300.2,3857
6726486,XM_039297805.2,6421
6726486,XM_039297804.1,6490
6726964,XM_002102330.4,1630
6726990,XM_002102355.4,877
6727747,XM_002103073.4,666
6728249,XM_016176808.3,2404
6728249,XM_016176809.3,7217
6728782,XM_002104081.3,1543
6729031,XM_002104316.4,1804
6729085,XM_016177267.2,4223
6729085,XM_016177266.2,4220
6729264,XM_002104548.4,531
6729279,XM_002104563.3,759
6729338,XM_016174823.3,1408
6729338,XM_002104619.4,1184
6729338,XM_016174822.3,4095
6729338,XM_044923390.1,1728
6730024,XM_002105282.4,1227
6730279,XM_002105526.4,3479
6730294,XM_039295872.2,3033
6730294,XM_016177876.3,2656
6730294,XR_005544334.2,2080
6730297,XM_002105544.3,2337
6731057,XM_016178966.3,1164
6731142,XM_016178920.3,2238
6731142,XM_044922733.1,2039
6731142,XM_044922732.1,2039
6731142,XM_016178923.3,2197
6731142,XM_039297619.2,1791
6731287,XM_016179688.3,3460
6731287,XM_016179687.3,3456
6731287,XM_039298485.2,3340
6731375,XM_016178740.3,4588
6731375,XM_002078493.4,4531
6731375,XM_016178737.3,4534
6731375,XM_016178735.3,4546
6731375,XM_016178736.3,4534
6731375,XM_016178734.3,4534
6731375,XM_016178739.3,4558
6731375,XM_039298434.2,2545
6731435,XM_016178700.3,6340
6731652,XM_002078756.4,865
6731745,XM_039298433.2,1265
6731745,XM_016178533.3,1289
6731745,XM_016178532.3,1297
6731957,XM_002079056.4,1265
6732018,XM_002079115.4,1844
6732019,XM_016180016.3,1918
6732019,XM_039298463.1,1865
6732019,XM_002079116.4,1906
6732238,XM_016180110.2,751
6732238,XM_002079331.3,2331
6732251,XM_002079344.4,1425
6732432,XM_002079517.4,744
6732840,XM_016180402.1,4743
6732840,XM_016180400.3,4746
6732840,XM_016180401.3,4740
6733058,XM_039298329.2,1492
6733058,XM_039298334.2,1486
6733058,XM_039298325.2,1452
6733390,XM_016167586.3,2257
6733535,XM_002080554.4,1825
6733541,XM_002080560.4,2039
6733543,XM_002080562.4,1891
6733546,XM_002080565.4,2169
6733765,XM_016167734.3,1092
6733766,XM_002080774.4,1147
6734055,XM_002081055.4,1815
6734228,XM_002081221.3,970
6734228,XM_016182209.3,991
6734590,XM_002081562.3,1642
6734665,XM_016181863.3,2465
6734665,XM_016181861.3,2498
6734665,XM_016181862.3,2563
6734956,XM_002081914.4,399
6735824,XM_002082698.4,2219
6735844,XM_016181324.3,386
6736711,XM_002083531.4,2168
6736747,XM_002083567.4,1825
6736750,XM_016170838.2,3230
6737192,XM_002084002.3,1696
6737553,XM_016171275.3,2033
6738521,XM_016171685.3,2513
6738819,XM_016171774.2,4162
6738819,XM_039293833.1,4206
6738819,XM_016171776.3,3644
6738819,XM_016171775.3,3682
6738831,XM_016171784.3,1533
6739918,XM_016180997.2,3182
27206184,XM_016168535.3,5208
27206892,XM_044923607.1,7196
27206892,XM_016182672.3,7225
27206892,XM_039297198.2,7162
27206892,XM_016182669.3,7183
27206892,XR_005544600.2,1292
27206892,XR_006542058.1,1803
27206892,XR_006542056.1,1804
27206892,XR_006542057.1,1803
27206936,XM_016182708.3,1870
6724971,XM_002105971.4,1403
6725015,XM_016173345.3,5436
6725015,XM_016173344.3,5432
6725388,XM_002106369.4,1021
6725674,XM_016172732.3,2030
6725865,XM_016173837.3,1227
6726527,XM_016174212.3,956
6726527,XM_016174211.3,948
6726530,XM_016172299.3,3418
6726530,XM_016172298.3,1661
6726680,XM_016176095.3,2060
6727248,XM_016176326.3,2590
6727248,XM_039295029.2,1851
6727248,XM_039295026.2,2118
6727248,XM_039295028.2,1987
6727248,XM_039295027.1,2126
6727314,XM_016176344.3,4431
6727626,XM_016176501.3,3811
6727626,XM_016176500.3,3583
6727871,XM_039295723.2,2202
6727871,XM_016175414.3,2499
6727871,XM_016175415.3,2563
6727871,XM_039295722.2,2184
6727871,XM_016175413.3,2110
6727877,XM_016176620.3,2710
6728025,XM_016176697.3,2574
6728025,XM_002103341.4,2576
6728148,XM_039296015.2,4104
6728148,XM_016175288.3,4131
6729817,XM_016174610.3,2030
6729817,XM_016174604.3,2198
6729817,XM_039295819.2,2012
6729817,XM_039295818.2,2039
6729817,XM_016174609.3,2258
6729817,XM_016174607.3,2090
6729817,XM_016174606.3,2117
6729817,XM_016174603.3,2246
6729817,XM_016174597.3,2273
6729817,XM_016174599.3,2309
6729817,XM_016174601.3,2336
6729817,XM_016174602.3,1873
6729817,XM_016174598.3,1900
6729817,XM_016174611.3,2056
6729817,XM_016174608.3,2119
6729817,XM_016174605.3,1951
6729817,XM_016174600.3,1978
6729992,XM_002105250.4,1560
6730442,XM_016179317.2,4618
6731760,XM_016178515.3,3231
6731760,XM_016178512.3,3263
6731760,XM_016178514.3,3099
6731765,XM_016178508.3,2328
6731765,XM_016178507.3,2492
6731765,XM_016178509.3,2649
6731765,XR_001599977.3,2861
6732022,XM_002079119.4,1280
6732142,XM_016180072.3,7977
6732506,XM_016178209.3,1944
6732506,XM_016178208.3,1972
6732506,XM_039298397.1,1122
6732506,XM_044923821.1,2332
6732606,XM_016178174.3,2799
6732606,XM_016178176.3,4067
6732606,XM_016178175.3,4285
6732805,XM_002079882.4,695
6732963,XM_002080009.4,576
6732966,XM_002080012.3,580
6733337,XM_016167372.3,1640
6733346,XM_002080367.4,1869
6733346,XM_039291503.2,1362
6733368,XM_016167351.3,702
6734147,XM_002081140.4,1213
6735112,XM_002082053.4,1337
6735126,XM_016168423.3,884
6735315,XM_002082231.4,1491
6735876,XM_002082750.4,2701
6735881,XM_002082755.4,1703
6736126,XM_016181200.3,899
6736133,XM_016181192.2,1657
6736133,XM_002082997.4,1650
6736133,XM_016181191.2,1701
6736193,XM_039293772.2,4735
6736193,XM_039293774.2,4732
6736193,XM_039293773.2,4140
6736921,XM_002083732.4,3582
6736921,XR_006541821.1,2581
6737395,XM_016171181.3,810
6737395,XM_016171179.3,1311
6737395,XM_016171180.3,1249
6737395,XM_016171182.2,784
6738015,XM_039293187.2,3579
6738015,XM_039293186.2,4302
6738031,XM_016171478.2,3820
6738586,XM_002085354.4,1903
6738792,XM_016171765.3,5975
6740355,XM_002077186.3,1243
120285826,XM_039298579.2,605
27206491,XM_016177779.3,1029
27206710,XM_016182522.3,646
27206710,XM_016182521.3,639
27207657,XM_039291517.2,1132
27209402,XM_016184835.3,1039
6725518,XM_002106495.4,635
6726409,XM_002107330.4,516
6726521,XM_002107441.4,911
6726522,XM_002107442.4,625
6727069,XM_016175852.3,578
6727069,XM_002102430.4,803
6727233,XM_002102589.4,1177
6730072,XM_002105329.4,624
6730082,XM_002105339.4,584
6731362,XM_002078480.4,588
6733501,XM_002080522.3,689
6733847,XM_002080855.4,1436
6733925,XM_002080933.3,662
6733978,XM_002080986.4,1455
6734209,XM_002081202.3,973
6734473,XM_016168089.3,573
6734476,XM_002081459.4,1026
6734576,XM_002081548.4,415
6735301,XM_002082225.4,603
6735302,XM_002082226.4,498
6735304,XM_002082228.3,546
6735305,XM_016168529.3,697
6735316,XM_002082232.4,582
6735318,XM_002082233.4,660
6735320,XM_016168530.3,862
6735320,XM_002082235.4,487
6735382,XM_002082293.3,574
6735383,XM_002082294.4,602
6735384,XM_016168555.3,755
6735749,XM_002082626.3,709
6735750,XM_002082627.4,810
6735752,XM_002082629.4,742
6737813,XM_002084605.3,672
6738407,XM_002085180.4,1504
6738710,XM_002085475.4,748
6739475,XM_002076339.4,587
6740257,XM_016181158.2,657
120285248,XM_039296591.2,765
120285248,XM_039296586.2,765
27206687,XM_016182493.3,518
27206687,XM_039292662.2,567
120284972,XM_039294857.1,428
27208385,XM_016183968.3,931
27208812,XM_016184362.3,580
6731465,XM_002078580.3,1212
27206138,XM_016167261.2,789
27206139,XM_039291846.1,878
27206140,XM_016167275.3,679
27206141,XM_016167293.3,500
27206142,XM_016167299.3,1298
27206144,XM_016167311.3,1625
27206145,XM_016167420.3,447
27206146,XM_016167501.2,2349
27206146,XM_016167503.3,2410
27206146,XM_016167502.3,3431
27206146,XM_039292392.2,3341
27206147,XM_016167506.3,3343
27206148,XM_039291555.2,378
27206149,XM_016167571.3,1816
27206150,XM_016167593.3,1090
27206151,XM_016167612.2,671
27206151,XM_016167611.2,653
27206152,XM_016167613.3,992
27206155,XM_016167675.3,918
27206155,XM_016167676.3,1092
27206156,XM_039291874.1,1149
27206158,XM_016167799.2,851
27206159,XM_016167831.3,1159
27206160,XM_016167836.3,827
27206161,XM_016167852.3,2143
27206162,XM_016167867.3,662
27206163,XM_039291976.2,775
27206163,XM_016167894.3,817
27206164,XM_039291794.2,2736
27206164,XM_039291796.2,2724
27206165,XM_016167910.3,1524
27206166,XM_016167955.3,1061
27206168,XM_016167996.2,1370
27206169,XM_039291791.2,253
27206170,XM_044922532.1,3220
27206171,XM_016168049.3,702
27206172,XM_016168128.3,2033
27206173,XM_016168208.3,250
27206174,XM_016168212.2,477
27206176,XM_016168324.3,3071
27206176,XM_039291609.2,2898
27206176,XM_039291610.2,2902
27206177,XM_016168359.2,1763
27206178,XM_016168396.3,1033
27206179,XM_039291713.2,675
27206180,XM_039291526.2,3969
27206181,XM_044922472.1,3397
27206181,XM_044922473.1,3282
27206181,XM_039291717.2,3990
27206181,XM_044922458.1,3972
27206181,XM_044922460.1,3945
27206181,XM_044922462.1,3891
27206181,XM_044922455.1,3987
27206181,XM_044922459.1,3969
27206181,XM_044922461.1,3942
27206181,XM_044922463.1,3888
27206181,XM_044922457.1,3975
27206181,XM_044922456.1,3981
27206181,XM_044922469.1,5005
27206181,XM_044922470.1,4906
27206181,XM_044922471.1,4792
27206181,XM_044922464.1,3857
27206181,XM_044922466.1,3830
27206181,XM_044922468.1,3776
27206181,XM_044922465.1,3842
27206181,XM_044922467.1,3806
27206181,XM_039291738.2,2930
27206181,XM_039291740.2,2888
27206181,XM_039291739.2,2891
27206181,XM_039291741.2,2873
27206181,XM_044922474.1,1995
27206181,XM_039291733.2,3854
27206181,XM_039291734.2,3827
27206181,XM_039291716.2,3882
27206182,XM_016168525.3,1231
27206185,XM_016168549.2,602
27206187,XM_016168721.3,2381
27206188,XM_016168725.3,1117
27206189,XM_016168732.3,763
27206190,XM_016168733.3,411
27206191,XM_016168806.3,895
27206192,XM_016168825.3,1558
27206193,XM_044922747.1,1425
27206194,XM_016168919.3,766
27206195,XM_016168922.3,1253
27206196,XM_039291541.2,1399
27206197,XM_039295610.2,1040
27206198,XM_016168977.3,1419
27206198,XM_039298309.2,1325
27206199,XM_016168994.3,3583
27206200,XM_016169020.3,2961
27206200,XM_016169019.3,1826
27206201,XM_016169032.3,634
27206202,XM_039294832.2,3588
27206203,XM_039294211.2,486
27206204,XM_016169081.3,2702
27206205,XM_016169084.3,1208
27206206,XM_039293372.2,751
27206206,XM_016169096.3,754
27206207,XM_044922936.1,1667
27206207,XM_039293697.2,1669
27206208,XM_016169224.3,429
27206209,XM_016169261.3,1320
27206210,XM_039294217.2,3307
27206211,XM_016169292.3,922
27206212,XM_039293616.2,1239
27206215,XM_039293758.2,462
27206216,XM_016169326.3,5644
27206217,XM_016169350.3,1630
27206218,XM_039294375.1,2260
27206219,XM_016169415.2,2833
27206220,XM_016169419.3,742
27206221,XM_016169493.3,591
27206222,XM_044922939.1,1690
27206222,XM_016169500.3,1696
27206222,XM_016169501.3,1474
27206222,XM_016169497.3,1467
27206223,XM_016169538.3,651
27206224,XM_016169539.3,648
27206225,XM_039293601.2,2180
27206226,XM_016169551.3,2092
27206227,XM_016169552.3,697
27206228,XM_016169566.3,935
27206229,XM_016169569.3,1963
27206230,XM_016169581.3,1396
27206231,XM_039293753.2,1599
27206232,XM_016169633.3,3603
27206232,XM_016169632.3,3564
27206234,XM_016169733.3,465
27206235,XM_039293583.2,8385
27206235,XM_039293581.2,9579
27206235,XM_039293580.2,9813
27206235,XM_039293582.2,9579
27206235,XM_039293576.2,10037
27206235,XM_039293577.2,10037
27206235,XM_039293575.2,10046
27206235,XM_039293579.2,9989
27206235,XM_039293574.2,10271
27206236,XM_016169778.2,580
27206237,XM_016169792.3,4759
27206237,XM_044922848.1,3992
27206237,XM_039293173.1,3879
27206240,XM_016170018.3,4587
27206240,XM_016170017.3,1706
27206241,XM_016170047.2,900
27206242,XM_016170051.3,2557
27206243,XM_016170066.3,1478
27206244,XM_016170067.3,2606
27206245,XM_016170076.3,384
27206246,XM_016170090.3,537
27206246,XM_016170089.3,553
27206247,XM_016170137.3,2350
27206248,XM_016170171.3,888
27206249,XM_039294323.2,783
27206250,XM_016170193.3,4604
27206251,XM_016170205.3,918
27206252,XM_016170230.3,880
27206253,XM_039293659.2,2659
27206254,XM_016170266.3,1358
27206255,XM_039293711.2,4029
27206257,XM_016170310.3,1188
27206259,XM_016170316.3,1402
27206260,XM_002083323.4,586
27206261,XM_016170393.3,2196
27206262,XM_016170423.3,651
27206264,XM_016170476.3,2585
27206265,XM_016170509.3,1841
27206266,XM_039293935.2,5918
27206267,XR_006541697.1,2215
27206267,XR_006541700.1,2219
27206267,XR_005543880.2,2596
27206267,XR_005543879.2,3338
27206267,XR_006541698.1,3342
27206267,XR_005543878.2,2059
27206267,XR_006541699.1,2022
27206268,XM_016170587.3,3217
27206269,XM_016170631.3,2064
27206270,XM_016170652.3,965
27206271,XM_016170657.3,2005
27206272,XM_016170663.3,703
27206273,XM_016170714.3,1359
27206274,XM_016170723.3,3997
27206275,XM_016170749.3,2001
27206276,XM_016170760.3,1701
27206277,XM_016170786.3,3151
27206277,XM_016170785.3,2550
27206278,XM_016170880.3,1827
27206279,XM_039293255.2,446
27206280,XM_016170882.3,728
27206281,XM_016170883.3,1593
27206282,XM_016170892.3,1569
27206283,XM_016170893.3,879
27206284,XM_016170968.3,2069
27206285,XM_016171049.3,3246
27206286,XM_016171099.2,849
27206287,XM_016171174.3,625
27206288,XM_039293480.1,1185
27206289,XM_016171273.3,1965
27206290,XM_016171274.2,1911
27206291,XM_016171284.3,1587
27206292,XM_016171313.3,576
27206293,XM_016171315.3,468
27206294,XM_016171361.3,629
27206295,XM_044922771.1,4819
27206296,XM_016171491.3,724
27206297,XM_016171498.3,996
27206298,XM_016171499.2,901
27206299,XM_016171510.3,7185
27206300,XM_016171608.3,3350
27206301,XM_016171671.3,912
27206302,XM_016171680.3,1701
27206303,XM_016171715.3,1346
27206304,XM_016171828.3,2452
27206305,XM_016171850.1,1456
27206306,XM_016171860.2,1193
27206308,XM_016171942.3,2218
27206309,XM_016171949.3,1956
27206310,XM_039293900.2,2962
27206311,XM_016171959.3,431
27206313,XM_016172070.3,698
27206314,XM_016172074.2,4060
27206314,XM_016172075.2,4126
27206314,XM_016172076.2,4149
27206314,XM_016172071.2,4383
27206314,XM_016172073.3,4276
27206314,XM_044923493.1,4190
27206314,XM_044923492.1,4267
27206315,XM_039292708.2,540
27206318,XM_016172137.3,1083
27206319,XM_016172144.3,867
27206320,XM_016172145.3,1067
27206321,XM_039292172.2,3209
27206322,XM_016172165.3,1379
27206323,XM_016172185.3,6769
27206324,XM_044922677.1,332
27206325,XM_016172210.2,1650
27206326,XM_044922654.1,426
27206327,XM_016172214.3,2058
27206327,XM_016172213.3,1904
27206328,XM_016172226.3,1185
27206330,XM_016172280.3,482
27206330,XM_039297869.1,468
27206331,XM_039291336.2,2663
27206331,XM_039291335.2,2669
27206331,XM_039291337.2,2370
27206332,XM_016172291.3,3630
27206332,XM_044923637.1,3578
27206333,XM_016172308.3,467
27206335,XM_016172377.2,698
27206336,XM_016172383.3,1934
27206337,XM_016172384.3,641
27206338,XM_016172386.3,2687
27206339,XM_016172396.3,1868
27206340,XM_016172398.3,1431
27206341,XM_016172433.3,6951
27206341,XM_016172436.2,7756
27206341,XM_016172434.2,7705
27206341,XM_016172435.2,7752
27206342,XM_016172444.3,762
27206343,XM_016172459.3,2226
27206344,XM_039297257.2,4645
27206344,XM_039297256.2,4764
27206344,XM_039297255.2,4523
27206345,XM_039296905.2,1209
27206345,XM_016172544.3,1292
27206346,XM_016172593.3,637
27206347,XM_016172625.3,790
27206348,XM_044923800.1,8552
27206349,XM_016172640.3,990
27206350,XM_016172648.3,1146
27206351,XM_039297050.2,589
27206352,XM_016172775.3,701
27206353,XM_016172793.2,1708
27206353,XM_039297327.2,1659
27206353,XM_016172795.3,1948
27206353,XM_044923765.1,1769
27206353,XM_044923764.1,1704
27206354,XM_016172801.3,3053
27206355,XM_044923624.1,1000
27206356,XM_039296904.2,544
27206358,XM_016172853.3,2731
27206359,XM_016172860.3,1790
27206360,XM_016172881.3,749
27206361,XM_016172912.3,560
27206361,XM_016172913.3,538
27206363,XM_039297215.2,1556
27206363,XM_044923651.1,1916
27206363,XM_039297212.2,2050
27206364,XM_016172984.3,2205
27206365,XM_016173025.2,630
27206366,XM_016173026.3,780
27206367,XM_039298073.1,534
27206369,XM_016173116.3,2112
27206370,XM_039297111.2,2414
27206372,XM_016173163.3,1007
27206373,XM_016173166.3,722
27206374,XM_016173177.3,479
27206375,XM_016173186.3,8995
27206375,XM_016173184.3,9257
27206375,XM_016173183.3,9316
27206375,XM_039297115.2,8997
27206375,XM_016173185.3,9973
27206377,XM_039295765.2,881
27206378,XM_016173278.3,2202
27206380,XM_016173341.2,520
27206381,XM_016173349.3,3128
27206381,XM_016173347.3,3217
27206381,XM_016173350.3,3135
27206381,XM_016173351.3,3224
27206381,XM_016173348.3,3026
27206382,XM_016173425.3,4441
27206382,XM_016173424.3,4451
27206383,XM_016173440.3,3595
27206384,XM_016173478.2,1167
27206385,XM_016173485.3,1304
27206386,XM_016173521.2,1764
27206387,XM_016173565.3,2876
27206388,XM_016173571.3,705
27206389,XM_039296833.2,2725
27206391,XM_039296955.2,2981
27206392,XM_016173708.2,1458
27206393,XM_039296487.2,1278
27206394,XM_016173713.3,1747
27206394,XM_016173714.3,2101
27206395,XM_016173793.3,660
27206396,XM_039297635.2,2627
27206397,XM_016173879.3,1938
27206398,XM_039297352.2,4062
27206398,XM_039297354.2,4056
27206398,XM_039297353.2,3903
27206398,XM_016173968.3,3908
27206399,XM_016173970.2,1482
27206400,XM_039297530.2,1221
27206402,XM_039298148.2,1863
27206403,XM_016174192.3,1625
27206405,XM_039296840.2,694
27206406,XM_016174304.3,3917
27206406,XM_016174303.3,3489
27206407,XM_016174346.3,5121
27206408,XM_039293150.1,1978
27206409,XM_016174405.2,1116
27206410,XM_016174413.3,1732
27206414,XM_016174432.2,1101
27206415,XM_039291246.2,564
27206416,XM_016174437.2,2343
27206417,XM_016174446.3,770
27206419,XM_016174470.3,608
27206420,XM_016174475.3,659
27206421,XM_016174480.3,706
27206421,XM_016174479.3,700
27206422,XM_016174486.3,658
27206423,XM_016174488.3,581
27206424,XM_016174504.2,2922
27206425,XM_016174526.3,3865
27206426,XM_016174542.3,1172
27206427,XM_016174579.3,847
27206428,XM_016174661.3,1296
27206429,XM_044923483.1,396
27206430,XM_016174741.3,1751
27206430,XM_016174740.3,1440
27206430,XM_039294646.1,2891
27206430,XM_039294647.2,1422
27206431,XM_039295142.2,815
27206431,XM_016174757.3,844
27206432,XM_016174758.3,467
27206433,XM_016174811.3,4126
27206434,XM_016174862.3,2264
27206435,XM_016174871.3,697
27206436,XM_016174922.3,960
27206437,XM_044923221.1,1582
27206438,XM_016175061.3,1399
27206438,XM_016175062.3,1242
27206440,XM_016175170.3,1560
27206442,XM_016175302.1,668
27206442,XM_016175303.3,626
27206443,XM_016175391.3,1181
27206444,XM_016175470.3,649
27206445,XM_016175484.3,2408
27206445,XM_044923426.1,2271
27206445,XM_016175483.3,2394
27206446,XM_016175512.2,962
27206447,XM_039294556.2,1560
27206447,XM_039294555.2,1690
27206447,XM_039294554.2,1696
27206447,XM_039294558.2,1562
27206448,XM_016175536.3,857
27206449,XM_016175567.3,794
27206449,XM_016175568.3,758
27206450,XM_016175664.3,2740
27206451,XM_016175743.3,2590
27206452,XM_016175849.3,794
27206453,XM_016175993.3,1058
27206454,XM_039296007.2,2984
27206455,XM_039295391.2,1057
27206455,XM_039295392.2,1047
27206456,XM_016176058.3,3075
27206457,XM_016176231.2,892
27206459,XM_016176334.3,2911
27206460,XM_016176349.3,1689
