NCBI GeneID,Protein Accession,Protein_length
6737748,XP_016031522.1,264
6737865,XP_044778831.1,972
6739106,XP_002085899.1,1126
6739677,XP_016033042.1,336
6739677,XP_016033044.1,336
6739677,XP_044778785.1,336
6739688,XP_002076583.1,43
6740754,XP_016035626.1,397
27206175,XP_016027967.1,465
27206175,XP_016027968.1,465
27206175,XP_016027969.1,465
27206175,XP_016027970.1,465
27206175,XP_039148133.1,465
27206477,XP_016035681.1,217
27208878,XP_039149301.1,867
27208878,XP_039149302.1,867
6724756,XP_016037494.2,1650
6724756,XP_044779717.1,1635
6724794,XP_016037572.1,1132
6724851,XP_016037634.1,861
6725150,XP_016038149.1,822
6725462,XP_002106478.1,252
6725548,XP_016038682.1,218
6725548,XP_044779618.1,218
6725592,XP_039153232.1,473
6725592,XP_039153233.1,462
6725592,XP_039153234.1,330
6726486,XP_039153738.1,2097
6726486,XP_039153739.1,2069
6726964,XP_002102366.2,497
6726990,XP_002102391.1,185
6727747,XP_002103109.1,200
6728249,XP_016034889.1,636
6728249,XP_016034890.1,649
6728782,XP_002104117.1,468
6729031,XP_002104352.1,552
6729085,XP_016035732.1,1310
6729085,XP_016035733.1,1311
6729264,XP_002104584.1,81
6729279,XP_002104599.1,182
6729338,XP_002104655.1,223
6729338,XP_016035979.1,186
6729338,XP_016035980.1,242
6729338,XP_044779325.1,326
6730024,XP_002105318.1,364
6730279,XP_002105562.1,951
6730294,XP_016037052.1,623
6730294,XP_039151806.1,597
6730297,XP_002105580.1,596
6731057,XP_016023577.1,338
6731142,XP_016023692.1,126
6731142,XP_016023695.1,126
6731142,XP_039153553.1,105
6731142,XP_044778667.1,126
6731142,XP_044778668.1,126
6731287,XP_016023850.1,421
6731287,XP_016023851.1,421
6731287,XP_039154419.1,421
6731375,XP_002078529.1,1399
6731375,XP_016023988.1,1400
6731375,XP_016023989.1,1404
6731375,XP_016023990.1,1400
6731375,XP_016023991.1,1400
6731375,XP_016023993.1,1408
6731375,XP_016023994.1,1418
6731375,XP_039154368.1,774
6731435,XP_016024056.1,1762
6731652,XP_002078792.1,106
6731745,XP_016024418.1,197
6731745,XP_016024419.1,197
6731745,XP_039154367.1,197
6731957,XP_002079092.1,332
6732018,XP_002079151.1,584
6732019,XP_002079152.1,583
6732019,XP_016024719.1,564
6732019,XP_039154397.1,564
6732238,XP_002079367.1,672
6732238,XP_016024919.1,194
6732251,XP_002079380.1,270
6732432,XP_002079553.1,129
6732840,XP_016025562.1,1500
6732840,XP_016025563.1,1498
6732840,XP_016025564.1,1480
6733058,XP_039154259.1,195
6733058,XP_039154263.1,178
6733058,XP_039154268.1,178
6733390,XP_016026314.1,713
6733535,XP_002080590.2,577
6733541,XP_002080596.2,630
6733543,XP_002080598.2,601
6733546,XP_002080601.2,588
6733765,XP_016026722.1,322
6733766,XP_002080810.1,329
6734055,XP_002081091.1,489
6734228,XP_002081257.1,291
6734228,XP_016027270.1,298
6734590,XP_002081598.1,398
6734665,XP_016027854.1,725
6734665,XP_016027855.1,725
6734665,XP_016027856.1,725
6734956,XP_002081950.1,84
6735824,XP_002082734.1,358
6735844,XP_016029214.1,84
6736711,XP_002083567.2,583
6736747,XP_002083603.1,266
6736750,XP_016030374.1,887
6737192,XP_002084038.1,325
6737553,XP_016031338.1,524
6738521,XP_016032364.1,664
6738819,XP_016032633.1,746
6738819,XP_016032634.1,661
6738819,XP_016032635.1,677
6738819,XP_039149767.1,746
6738831,XP_016032645.1,416
6739918,XP_016037690.1,1002
27206184,XP_016028675.1,1390
27206892,XP_016038531.2,1878
27206892,XP_016038534.2,1878
27206892,XP_039153132.1,1857
27206892,XP_044779542.1,1878
27206936,XP_016028260.1,504
6724971,XP_002106007.1,352
6725015,XP_016037969.1,721
6725015,XP_016037970.1,721
6725388,XP_002106405.1,248
6725674,XP_016038931.1,409
6725865,XP_016039192.1,237
6726527,XP_016040171.1,228
6726527,XP_016040172.1,268
6726530,XP_016040182.1,260
6726530,XP_016040183.1,680
6726680,XP_016033174.1,462
6727248,XP_016033753.2,596
6727248,XP_039150960.1,607
6727248,XP_039150961.1,605
6727248,XP_039150962.1,590
6727248,XP_039150963.1,584
6727314,XP_016033848.1,1088
6727626,XP_016034227.1,727
6727626,XP_016034228.1,727
6727871,XP_016034453.1,530
6727871,XP_016034454.1,530
6727871,XP_016034455.1,530
6727871,XP_039151656.1,530
6727871,XP_039151657.1,530
6727877,XP_016034479.1,733
6728025,XP_002103377.1,709
6728025,XP_016034640.1,689
6728148,XP_016034761.1,620
6728148,XP_039151949.1,611
6729817,XP_016036505.1,350
6729817,XP_016036506.1,226
6729817,XP_016036507.1,362
6729817,XP_016036508.1,252
6729817,XP_016036509.1,371
6729817,XP_016036510.1,217
6729817,XP_016036511.1,341
6729817,XP_016036512.1,325
6729817,XP_016036513.1,243
6729817,XP_016036514.1,298
6729817,XP_016036515.1,289
6729817,XP_016036516.1,299
6729817,XP_016036517.1,345
6729817,XP_016036518.1,269
6729817,XP_016036519.1,278
6729817,XP_039151752.1,272
6729817,XP_039151753.1,263
6729992,XP_002105286.1,414
6730442,XP_016022904.1,506
6731760,XP_016024441.1,964
6731760,XP_016024443.1,964
6731760,XP_016024444.1,964
6731765,XP_016024446.1,514
6731765,XP_016024447.1,418
6731765,XP_016024448.1,514
6732022,XP_002079155.1,378
6732142,XP_016024823.1,2464
6732506,XP_016025162.1,500
6732506,XP_016025163.1,500
6732506,XP_039154331.1,273
6732506,XP_044779756.1,482
6732606,XP_016025310.1,662
6732606,XP_016025311.1,987
6732606,XP_016025312.1,987
6732805,XP_002079918.1,186
6732963,XP_002080045.1,159
6732966,XP_002080048.1,159
6733337,XP_016026248.1,474
6733346,XP_002080403.2,376
6733346,XP_039147437.1,298
6733368,XP_016026282.1,173
6734147,XP_002081176.1,134
6735112,XP_002082089.1,273
6735126,XP_016028410.1,225
6735315,XP_002082267.1,419
6735876,XP_002082786.1,379
6735881,XP_002082791.1,411
6736126,XP_016029514.1,254
6736133,XP_002083033.2,453
6736133,XP_016029523.1,455
6736133,XP_016029524.1,455
6736193,XP_039149706.1,836
6736193,XP_039149707.1,819
6736193,XP_039149708.1,755
6736921,XP_002083768.2,490
6737395,XP_016031143.1,368
6737395,XP_016031144.1,299
6737395,XP_016031145.1,173
6737395,XP_016031146.1,182
6738015,XP_039149120.1,1052
6738015,XP_039149121.1,1052
6738031,XP_016031844.2,581
6738586,XP_002085390.1,492
6738792,XP_016032606.1,1849
6740355,XP_002077222.1,387
120285826,XP_039154513.1,101
27206491,XP_016036849.1,137
27206710,XP_016030784.1,142
27206710,XP_016030785.1,144
27207657,XP_039147451.1,148
27209402,XP_016026234.1,149
6725518,XP_002106531.1,159
6726409,XP_002107366.2,140
6726521,XP_002107477.1,175
6726522,XP_002107478.1,150
6727069,XP_002102466.1,221
6727069,XP_016033563.1,146
6727233,XP_002102625.1,196
6730072,XP_002105365.1,142
6730082,XP_002105375.1,149
6731362,XP_002078516.2,143
6733501,XP_002080558.1,143
6733847,XP_002080891.2,207
6733925,XP_002080969.1,165
6733978,XP_002081022.2,226
6734209,XP_002081238.1,212
6734473,XP_016027598.1,185
6734476,XP_002081495.1,196
6734576,XP_002081584.1,117
6735301,XP_002082261.1,139
6735302,XP_002082262.1,137
6735304,XP_002082264.1,132
6735305,XP_016028655.1,125
6735316,XP_002082268.1,132
6735318,XP_002082269.1,134
6735320,XP_002082271.1,140
6735320,XP_016028659.1,129
6735382,XP_002082329.1,149
6735383,XP_002082330.2,152
6735384,XP_016028711.1,169
6735749,XP_002082662.1,202
6735750,XP_002082663.1,203
6735752,XP_002082665.1,218
6737813,XP_002084641.2,168
6738407,XP_002085216.1,247
6738710,XP_002085511.1,153
6739475,XP_002076375.1,131
6740257,XP_016040162.1,159
120285248,XP_039152520.1,195
120285248,XP_039152525.1,178
27206687,XP_016026880.1,93
27206687,XP_039148596.1,69
120284972,XP_039150791.1,101
27208385,XP_016037601.2,254
27208812,XP_016028643.1,141
6731465,XP_002078616.1,374
27206138,XP_016026483.1,111
27206139,XP_039147780.1,241
27206140,XP_016026457.1,150
27206141,XP_016026401.1,102
27206142,XP_016026378.1,332
27206144,XP_016026361.1,352
27206145,XP_016026171.1,69
27206146,XP_016026022.1,777
27206146,XP_016026023.1,778
27206146,XP_016026024.1,778
27206146,XP_039148326.1,743
27206147,XP_016026037.1,264
27206148,XP_039147489.1,50
27206149,XP_016026250.1,536
27206150,XP_016026345.1,102
27206151,XP_016026406.1,148
27206151,XP_016026407.1,148
27206152,XP_016026408.1,148
27206155,XP_016026571.1,70
27206155,XP_016026572.1,70
27206156,XP_039147808.1,381
27206158,XP_016026886.1,160
27206159,XP_016027005.1,178
27206160,XP_016027033.2,232
27206161,XP_016027062.1,463
27206162,XP_016027085.1,99
27206163,XP_016027150.1,152
27206163,XP_039147910.1,131
27206164,XP_039147728.1,471
27206164,XP_039147730.1,467
27206165,XP_016027169.1,359
27206166,XP_016027267.1,72
27206168,XP_016027420.1,388
27206169,XP_039147725.1,60
27206170,XP_044778467.1,110
27206171,XP_016029729.1,212
27206172,XP_016027712.1,596
27206173,XP_016027935.1,62
27206174,XP_016027954.1,51
27206176,XP_016028184.1,512
27206176,XP_039147543.1,512
27206176,XP_039147544.1,512
27206177,XP_016028292.1,249
27206178,XP_016028356.1,263
27206179,XP_039147647.1,152
27206180,XP_039147460.1,661
27206181,XP_039147650.1,1201
27206181,XP_039147651.1,1201
27206181,XP_039147667.1,1107
27206181,XP_039147668.1,1098
27206181,XP_039147672.1,949
27206181,XP_039147673.1,936
27206181,XP_039147674.1,935
27206181,XP_039147675.1,930
27206181,XP_044778390.1,1200
27206181,XP_044778391.1,1198
27206181,XP_044778392.1,1196
27206181,XP_044778393.1,1195
27206181,XP_044778394.1,1194
27206181,XP_044778395.1,1186
27206181,XP_044778396.1,1185
27206181,XP_044778397.1,1168
27206181,XP_044778398.1,1167
27206181,XP_044778399.1,1157
27206181,XP_044778400.1,1152
27206181,XP_044778401.1,1148
27206181,XP_044778402.1,1140
27206181,XP_044778403.1,1130
27206181,XP_044778404.1,1096
27206181,XP_044778405.1,1063
27206181,XP_044778406.1,1025
27206181,XP_044778407.1,838
27206181,XP_044778408.1,800
27206181,XP_044778409.1,357
27206182,XP_016028621.1,271
27206185,XP_016028705.1,87
27206187,XP_016029013.1,440
27206188,XP_016029035.1,107
27206189,XP_016029060.1,71
27206190,XP_016029061.1,50
27206191,XP_016029224.1,220
27206192,XP_016029291.1,206
27206193,XP_044778682.1,121
27206194,XP_016029528.1,75
27206195,XP_016029531.1,249
27206196,XP_039147475.1,219
27206197,XP_039151544.1,305
27206198,XP_016022832.1,354
27206198,XP_039154243.2,365
27206199,XP_016024850.1,626
27206200,XP_016022932.1,305
27206200,XP_016022933.1,475
27206201,XP_016023537.1,209
27206202,XP_039150766.1,508
27206203,XP_039150145.1,96
27206204,XP_016032965.1,343
27206205,XP_016032938.1,128
27206206,XP_016032890.2,166
27206206,XP_039149306.1,166
27206207,XP_039149631.1,478
27206207,XP_044778871.1,428
27206208,XP_016032554.1,101
27206209,XP_016032487.1,222
27206210,XP_039150151.1,693
27206211,XP_016032420.1,65
27206212,XP_039149550.1,136
27206215,XP_039149692.1,98
27206216,XP_016032338.2,794
27206217,XP_016032278.1,218
27206218,XP_039150309.1,605
27206219,XP_016032140.1,325
27206220,XP_016032129.1,119
27206221,XP_016031984.1,112
27206222,XP_016031968.1,357
27206222,XP_016031971.1,357
27206222,XP_016031972.1,357
27206222,XP_044778874.1,357
27206223,XP_016031904.1,79
27206224,XP_016031903.1,79
27206225,XP_039149535.1,310
27206226,XP_016031884.1,626
27206227,XP_016031883.1,149
27206228,XP_016031846.1,176
27206229,XP_016031823.1,382
27206230,XP_016031794.1,343
27206231,XP_039149687.1,90
27206232,XP_016031726.1,712
27206232,XP_016031727.1,712
27206234,XP_016031504.1,66
27206235,XP_039149508.1,3374
27206235,XP_039149509.1,3299
27206235,XP_039149510.1,3296
27206235,XP_039149511.1,3296
27206235,XP_039149513.1,3280
27206235,XP_039149514.1,3221
27206235,XP_039149515.1,3143
27206235,XP_039149516.1,3143
27206235,XP_039149517.1,2745
27206236,XP_016031399.1,128
27206237,XP_016031379.1,801
27206237,XP_039149107.1,801
27206237,XP_044778783.1,860
27206240,XP_016030857.1,448
27206240,XP_016030858.1,1380
27206241,XP_016030811.2,249
27206242,XP_016030769.1,192
27206243,XP_016030742.2,162
27206244,XP_016030737.1,478
27206245,XP_016030716.1,84
27206246,XP_016030685.1,56
27206246,XP_016030686.1,56
27206247,XP_016030540.1,543
27206248,XP_016030493.1,180
27206249,XP_039150257.1,116
27206250,XP_016030468.1,120
27206251,XP_016030424.1,225
27206252,XP_016030361.1,84
27206253,XP_039149593.1,597
27206254,XP_016030304.1,224
27206255,XP_039149645.1,338
27206257,XP_016030191.2,347
27206259,XP_016030173.1,399
27206260,XP_002083359.1,133
27206261,XP_016030014.1,684
27206262,XP_016029955.1,79
27206264,XP_016029868.1,247
27206265,XP_016029788.1,192
27206266,XP_039149869.1,169
27206268,XP_016029762.1,469
27206269,XP_016029853.2,455
27206270,XP_016029913.1,258
27206271,XP_016029927.1,170
27206272,XP_016030000.1,114
27206273,XP_016030110.1,244
27206274,XP_016030126.1,549
27206275,XP_016030172.1,517
27206276,XP_016030193.1,442
27206277,XP_016029309.1,603
27206277,XP_016029310.1,600
27206278,XP_016030460.1,561
27206279,XP_039149189.1,88
27206280,XP_016030473.1,99
27206281,XP_016030475.1,126
27206282,XP_016030497.2,351
27206283,XP_016030498.1,212
27206284,XP_016030676.2,427
27206285,XP_016030864.2,249
27206286,XP_016030986.1,260
27206287,XP_016031127.1,69
27206288,XP_039149414.1,313
27206289,XP_016031333.1,511
27206290,XP_016031336.2,215
27206291,XP_016031358.1,239
27206292,XP_016031427.1,158
27206293,XP_016031434.1,99
27206294,XP_016031552.1,122
27206295,XP_044778706.1,534
27206296,XP_016031886.1,149
27206297,XP_016031905.1,158
27206298,XP_016031906.1,149
27206299,XP_016031961.1,1346
27206300,XP_016032224.1,314
27206301,XP_016032324.1,274
27206302,XP_016032349.1,442
27206303,XP_016032471.1,155
27206304,XP_016032719.1,384
27206305,XP_016032748.1,67
27206306,XP_016032778.2,125
27206308,XP_016032969.1,145
27206309,XP_016032987.1,600
27206310,XP_039149834.1,152
27206311,XP_016033005.1,58
27206313,XP_016035374.1,69
27206314,XP_016034787.1,956
27206314,XP_016034789.1,956
27206314,XP_016034790.1,934
27206314,XP_016034791.1,956
27206314,XP_016034792.1,956
27206314,XP_044779427.1,934
27206314,XP_044779428.1,908
27206315,XP_039148642.1,108
27206318,XP_016026538.1,293
27206319,XP_016026487.1,259
27206320,XP_016026486.1,285
27206321,XP_039148106.1,130
27206322,XP_016026252.1,162
27206323,XP_016026379.1,2130
27206324,XP_044778612.1,67
27206325,XP_016027092.1,391
27206326,XP_044778589.1,141
27206327,XP_016027103.1,524
27206327,XP_016027104.1,524
27206328,XP_016029198.1,176
27206330,XP_016040259.1,90
27206330,XP_039153803.1,90
27206331,XP_039147269.1,530
27206331,XP_039147270.1,528
27206331,XP_039147271.1,524
27206332,XP_016039327.1,704
27206332,XP_044779572.1,704
27206333,XP_016022692.1,81
27206335,XP_016039973.2,118
27206336,XP_016022766.1,327
27206337,XP_016022765.1,148
27206338,XP_016027132.1,839
27206339,XP_016039914.1,525
27206340,XP_016039910.2,300
27206341,XP_016039816.1,2147
27206341,XP_016039817.1,2291
27206341,XP_016039818.1,2308
27206341,XP_016039819.1,2308
27206342,XP_016039766.1,175
27206343,XP_016039730.1,406
27206344,XP_039153189.1,1167
27206344,XP_039153190.1,1167
27206344,XP_039153191.1,1167
27206345,XP_016038609.1,104
27206345,XP_039152839.1,104
27206346,XP_016039272.3,160
27206347,XP_016039191.1,180
27206348,XP_044779735.1,144
27206349,XP_016039152.1,226
27206350,XP_016039127.1,347
27206351,XP_039152984.1,149
27206352,XP_016038810.1,206
27206353,XP_016038700.1,236
27206353,XP_016038702.1,236
27206353,XP_039153261.1,236
27206353,XP_044779699.1,236
27206353,XP_044779700.1,236
27206354,XP_016038689.1,181
27206355,XP_044779559.1,196
27206356,XP_039152838.1,131
27206358,XP_016038501.1,475
27206359,XP_016038491.1,183
27206360,XP_016038413.1,104
27206361,XP_016038280.1,117
27206361,XP_016038281.1,106
27206363,XP_039153146.1,579
27206363,XP_039153149.1,414
27206363,XP_044779586.1,534
27206364,XP_016038085.1,588
27206365,XP_016037960.2,182
27206366,XP_016037958.1,57
27206367,XP_039154007.1,117
27206369,XP_016037760.1,505
27206370,XP_039153045.1,591
27206372,XP_016037599.1,86
27206373,XP_016037585.1,146
27206374,XP_016037566.1,64
27206375,XP_016037540.1,479
27206375,XP_016037541.1,483
27206375,XP_016037542.1,479
27206375,XP_016037543.1,479
27206375,XP_039153049.1,483
27206377,XP_039151699.1,120
27206378,XP_016037588.1,472
27206380,XP_016037957.1,112
27206381,XP_016037060.1,440
27206381,XP_016037061.1,461
27206381,XP_016037062.1,440
27206381,XP_016037063.1,440
27206381,XP_016037064.1,440
27206382,XP_016037050.1,556
27206382,XP_016037051.1,556
27206383,XP_016038133.1,416
27206384,XP_016037047.1,137
27206385,XP_016038233.1,368
27206386,XP_016038306.1,323
27206387,XP_016038390.1,367
27206388,XP_016037036.1,157
27206389,XP_039152767.1,751
27206391,XP_039152889.1,644
27206392,XP_016038862.1,339
27206393,XP_039152421.1,281
27206394,XP_016036986.1,486
27206394,XP_016036987.1,493
27206395,XP_016039079.1,144
27206396,XP_039153569.1,714
27206397,XP_016039270.1,151
27206398,XP_016039496.1,340
27206398,XP_039153286.1,340
27206398,XP_039153287.1,340
27206398,XP_039153288.1,340
27206399,XP_016039498.1,332
27206400,XP_039153464.1,350
27206402,XP_039154082.1,284
27206403,XP_016040060.1,262
27206405,XP_039152774.1,89
27206406,XP_016031848.1,999
27206406,XP_016031849.1,1037
27206407,XP_016029862.1,1531
27206408,XP_039149084.1,538
27206409,XP_016036845.1,235
27206410,XP_016036840.1,564
27206414,XP_016033198.1,297
27206415,XP_039147180.1,158
27206416,XP_016025249.1,653
27206417,XP_016024904.1,178
27206419,XP_016040248.1,143
27206420,XP_016026883.1,199
27206421,XP_016026661.1,113
27206421,XP_016026662.1,114
27206422,XP_016032370.1,191
27206423,XP_016031602.2,88
27206424,XP_016034153.1,389
27206425,XP_016036694.1,692
27206426,XP_016036653.1,219
27206427,XP_016036575.1,98
27206428,XP_016036363.1,216
27206429,XP_044779418.1,90
27206430,XP_016036193.1,400
27206430,XP_016036194.1,485
27206430,XP_039150580.1,699
27206430,XP_039150581.1,399
27206431,XP_016036158.1,166
27206431,XP_039151076.1,153
27206432,XP_016036157.1,69
27206433,XP_016036010.1,575
27206434,XP_016035899.1,392
27206435,XP_016035889.1,102
27206436,XP_016035771.1,209
27206437,XP_044779156.1,352
27206438,XP_016035395.1,168
27206438,XP_016035396.1,178
27206440,XP_016034998.1,204
27206442,XP_016034720.1,81
27206442,XP_016034721.1,81
27206443,XP_016034520.1,218
27206444,XP_016034347.1,88
27206445,XP_016034322.1,592
27206445,XP_016034323.1,592
27206445,XP_044779361.1,592
27206446,XP_016034232.1,108
27206447,XP_039150488.1,308
27206447,XP_039150489.1,308
27206447,XP_039150490.1,308
27206447,XP_039150492.1,308
27206448,XP_016034173.1,111
27206449,XP_016034079.2,216
27206449,XP_016034080.1,178
27206450,XP_016033925.1,856
27206451,XP_016033797.2,179
27206452,XP_016033570.1,204
27206453,XP_016033265.1,224
27206454,XP_039151941.1,551
27206455,XP_039151325.1,278
27206455,XP_039151326.1,278
27206456,XP_016033136.1,244
27206457,XP_016033524.1,118
27206459,XP_016033794.1,228
27206460,XP_016033859.1,441
27206461,XP_016033945.2,116
27206462,XP_016034154.1,127
27206463,XP_039151123.1,89
27206464,XP_016034405.1,567
27206465,XP_016034647.1,251
27206466,XP_039151472.1,844
27206466,XP_039151473.1,844
27206466,XP_039151474.1,844
27206467,XP_016034754.1,102
27206468,XP_016034843.1,112
27206469,XP_016034883.1,309
27206471,XP_016035186.1,705
27206472,XP_039151785.1,603
27206473,XP_039150435.1,216
27206474,XP_002104016.2,283
27206474,XP_016035348.1,235
27206475,XP_016035407.1,531
27206475,XP_016035408.1,453
27206475,XP_039150652.1,458
27206476,XP_016035605.2,67
27206476,XP_039150749.1,148
27206478,XP_016035807.1,424
27206478,XP_016035808.1,424
27206478,XP_039151093.1,424
27206479,XP_039151393.1,920
27206479,XP_044779317.1,754
27206480,XP_016035953.1,243
27206480,XP_016035954.1,243
27206480,XP_016035955.1,243
27206481,XP_016036022.1,548
27206482,XP_016036134.1,83
27206483,XP_016036277.1,144
27206484,XP_039150846.1,148
27206486,XP_016036402.2,75
27206487,XP_016036451.2,274
27206488,XP_016036459.1,186
27206490,XP_016036520.1,42
27206492,XP_016037075.1,303
27206493,XP_039154280.1,150
27206494,XP_016025630.1,134
27206495,XP_016025603.2,91
27206496,XP_016025567.1,234
27206496,XP_016025568.1,234
27206496,XP_016025569.1,234
27206496,XP_016025570.1,234
27206496,XP_039147205.1,234
27206497,XP_039151939.1,92
27206498,XP_044779273.1,73
27206499,XP_016025440.1,538
27206500,XP_016025377.1,59
27206501,XP_016025195.1,56
27206502,XP_044778376.1,384
27206503,XP_016024990.1,126
27206504,XP_016024929.1,168
27206505,XP_016024860.1,206
27206506,XP_016024807.1,880
27206507,XP_016024731.1,69
27206508,XP_016024716.1,100
27206509,XP_039147203.1,426
27206510,XP_016024450.1,200
27206511,XP_016024406.2,218
27206512,XP_016024373.1,507
27206512,XP_016024377.1,466
27206513,XP_016024336.1,96
